web_scraper_order,web_scraper_start_url,detail_url,title,location,difficulty_level,duration,distance,physical_demand,ascent,descent,target_group,season,recommended_period
"1766397025-260","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1700/Ruhe-tanken-im-Gadmertal","Ruhe tanken im Gadmertal","Nessental, Schwendi
                                                                    — Gadmen, Obermaad
                                                                                                    • BE","","3h 0min","7.8km","hoch","445m","110m","für Familien","Winter","Januar - März"
"1766397027-261","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1699/Schneeschuhtour-am-Niederhorn","Schneeschuhtour am Niederhorn","Beatenberg Vorsass
                                                                    — Habkern, Post
                                                                                                    • BE","Rot","6h 30min","18.7km","hoch","800m","1270m","","Winter","Januar - März"
"1766397030-262","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1714/Im-Schnee-uber-den-Gemmipass","Im Schnee über den Gemmipass","Gemmipass
                                                                    — Sunnbüel
                                                                                                    • VS","","3h 0min","9.2km","mittel","125m","535m","für Familien","Winter","Dezember - März"
"1766397032-263","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1404/Rund-um-die-Stadt-Neuenburg","Rund um die Stadt Neuenburg","Neuchâtel
                                                                    — Neuchâtel, Place Pury
                                                                                                    • NE","T1","3h 35min","14.2km","mittel","220m","265m","für Familien","ganzjährig","Januar - Dezember"
"1766397034-264","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1715/Winterwunderland-oberhalb-des-Walensees","Winterwunderland oberhalb des Walensees","Habergschwänd
                                                                                                    • GL","Rot","3h 0min","5.1km","mittel","425m","425m","für schwindelfreie Menschen","Winter","Dezember - März"
"1766397037-265","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1718/Vom-Wynental-zum-Sempachersee","Vom Wynental zum Sempachersee","Beromünster, Flecken
                                                                    — Sempach
                                                                                                    • LU","T1","3h 50min","15.4km","mittel","265m","395m","","ganzjährig","Januar - Dezember"
"1766397039-266","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1728/Den-See-im-Blick","Den See im Blick","Häggenschwil-Winden
                                                                    — Arbon
                                                                                                    • TG","T1","1h 55min","8km","tief","60m","175m","für Familien","ganzjährig","März - Oktober"
"1766397041-267","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1737/Gemutliche-Rundtour-auf-der-Bannalp","Gemütliche Rundtour auf der Bannalp","Chrüzhütte
                                                                                                    • NW","Blau","1h 20min","3.1km","tief","145m","145m","für Familien","Winter","Januar - März"
"1766397044-268","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1736/Auf-dem-Sonnenbalkon-im-Val-d-Herens","Auf dem Sonnenbalkon im Val d’Hérens","Les Haudères, centre
                                                                                                    • VS","Rot","5h 55min","9.4km","hoch","715m","715m","","Winter","Dezember - März"
"1766397046-269","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1735/Winterwandern-in-den-Freibergen","Winterwandern in den Freibergen","Le Creux-des-Biches
                                                                    — Saignelégier
                                                                                                    • JU","","3h 5min","10.1km","mittel","120m","155m","","Winter","Dezember - Februar"
"1766397049-270","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1733/Flanieren-am-Ufer-des-Bodensees","Flanieren am Ufer des Bodensees","Münsterlingen Spital
                                                                    — Konstanz
                                                                                                    • TG","T1","1h 40min","6.9km","tief","40m","50m","für Familien","ganzjährig","Januar - Dezember"
"1766397051-271","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1732/Schneeschuhtour-auf-dem-Grenchenberg","Schneeschuhtour auf dem Grenchenberg","Untergrenchenberg
                                                                                                    • SO","Blau","3h 30min","8.5km","hoch","270m","270m","","Winter","Dezember - März"
"1766397053-272","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1731/Auf-dem-Rucken-der-Churfirsten","Auf dem Rücken der Churfirsten","Chäserrugg
                                                                                                    • SG","","1h 0min","2.9km","tief","140m","140m","für Familien","Winter","Dezember - März"
"1766397056-273","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1730/Sonniger-Col-des-Mosses","Sonniger Col des Mosses","Col des Mosses
                                                                                                    • VD","Blau","3h 0min","9.8km","hoch","470m","470m","","Winter","November - März"
"1766397058-274","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1729/Mit-Schneeschuhen-auf-dem-Simplon","Mit Schneeschuhen auf dem Simplon","Simplon, Monte Leone
                                                                                                    • VS","Rot","1h 35min","3.8km","mittel","225m","225m","","Winter","Dezember - April"
"1766397060-275","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1757/Von-der-Areuse-zum-Neuenburgersee","Von der Areuse zum Neuenburgersee","Boudry Littorail
                                                                    — Auvernier Littorail
                                                                                                    • NE","T1","1h 40min","7km","tief","40m","55m","für Familien","ganzjährig","Januar - Dezember"
"1766397062-276","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1785/Ruhige-Insel-im-Chernwald","Ruhige Insel im Chernwald","Kerns, Post
                                                                                                    • OW","T1","2h 0min","7.6km","tief","155m","155m","","ganzjährig","Januar - Dezember"
"1766397065-277","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1791/Gesperrt-Schneeschuhrunde-im-Toggenburg","Gesperrt: Schneeschuhrunde im Toggenburg","Hemberg
                                                                                                    • SG","Blau","3h 15min","7.7km","hoch","330m","330m","","Winter","Dezember - März"
"1766397068-278","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1788/Viel-Sonne-und-Aussicht-im-Saanenland","Viel Sonne und Aussicht im Saanenland","Schönried
                                                                                                    • BE","","3h 0min","8.7km","hoch","545m","545m","","Winter","Dezember - März"
"1766397071-279","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1792/Wintersonne-im-Landwassertal","Wintersonne im Landwassertal","Davos Laret, Landhaus
                                                                    — Davos Platz
                                                                                                    • GR","","3h 40min","9.8km","hoch","385m","345m","","Winter","Dezember - März"
"1766397073-280","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1796/Winterwanderperle-in-der-Surselva","Winterwanderperle in der Surselva","Vella, Sumsiaras
                                                                    — Lumbrein, vitg
                                                                                                    • GR","","2h 45min","7.1km","mittel","395m","240m","","Winter","Dezember - März"
"1766397075-281","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=5","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1795/Auf-dem-Moosalp-Panoramaweg","Auf dem Moosalp-Panoramaweg","Bürchen, Ronalp
                                                                    — Striggen
                                                                                                    • VS","","3h 45min","10km","hoch","420m","335m","","Winter","Dezember - Februar"
"1766397080-282","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1799/Winteridylle-am-Col-du-Pillon","Winteridylle am Col du Pillon","Col du Pillon
                                                                    — Les Preises
                                                                                                    • VD","Blau","2h 35min","5.8km","mittel","185m","345m","","Winter","Dezember - März"
"1766397083-283","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/?criteria%5Bfulltext%5D=&criteria%5Bseasons%5D%5B0%5D=69&page=4","https://www.schweizer-wanderwege.ch/de/wandervorschlaege/1798/Durch-Entlebucher-Moorgebiete","Durch Entlebucher Moorgebiete","Sörenberg, Post
                                                                                                    • LU","","3h 30min","9.7km","hoch","405m","405m","","Winter","Februar - März"
